hour;SE3;NO1;DK1
4388;14.02;2.74;17.74
4389;14.17;2.86;17.39
4390;13.54;2.82;17.04
4391;12.54;2.84;15.13
4392;11.44;2.59;15.13
4393;10.53;1.43;15.13
4394;8.05;1.1;15.14
4395;6.61;1;15.14
4396;6.32;0.97;15.14
4397;7.4;0.98;17.04
4398;9.33;1.25;17.39
4399;12.39;1.41;17.74
4400;15.06;4.98;17.74
4401;18.03;11.59;17.74
4402;17.76;14.75;17.74
4403;19.38;13.07;17.74
4404;17.92;9.71;17.74
4405;16.8;1.83;17.74
4406;15.6;1.6;17.74
4407;15.19;1.51;17.74
4408;14.55;1.52;17.74
4409;14.19;1.74;17.74
4410;14.03;23.91;17.92
4411;13.76;143.5;17.74
4412;13.33;145.74;17.57
4413;12.87;111;17.39
4414;12.39;50.1;17.39
4415;11.44;102.64;17.39
4416;10.19;16.76;17.39
4417;6.38;3.43;17.39
4418;5.01;1.89;17.39
4419;4.04;2.58;17.39
4420;3.77;4.86;17.04
4421;4.19;9.99;17.39
4422;6.1;26.54;17.74
4423;9.92;159.35;17.74
4424;12.36;290.94;17.74
4425;13.99;385.17;17.74
4426;14.06;366;17.74
4427;13.91;284.7;17.74
4428;12.99;221.3;17.74
4429;12.68;181.8;17.74
4430;11.68;184.36;17.74
4431;11.09;168.21;17.74
4432;9.79;161.07;17.74
4433;8.28;158.48;17.74
4434;4.08;189.03;17.74
4435;3.99;204.93;17.74
4436;3.83;161.63;17.6
4437;3.76;158.56;17.57
4438;3.4;97.55;17.01
4439;2.94;1.56;16.1
4440;2.38;1.45;16.1
4441;2.15;0.97;16.08
4442;1.38;0.91;15.28
4443;1.21;0.89;16.09
4444;1.07;0.92;16.1
4445;0.94;1.01;16.1
4446;1.1;1.43;17.39
4447;1.4;1.82;17.5
4448;1.54;78.97;17.5
4449;2.65;163.34;17.5
4450;2.41;161.54;17.5
4451;1.47;164.01;17.39
4452;1.44;163.46;17.39
4453;1.45;150;17.5
4454;1.44;130.05;17.5
4455;1.42;92.01;17.5
4456;1.82;99.81;17.5
4457;4.86;101.63;17.5
4458;5.18;88.09;17.74
4459;6.45;159.04;17.5
4460;6.79;164.06;17.39
4461;6.47;150;17.29
4462;6.48;126.02;16.15
4463;4.96;4.2;15.35
4464;3.95;1.01;15.35
4465;3.16;1.28;12.93
4466;1.39;0.94;15.36
4467;0.88;0.89;15.36
4468;0.43;1.01;15.36
4469;0.34;1.44;15.37
4470;0.42;4.97;17.39
4471;0.66;146.91;17.39
4472;0.99;166.34;17.39
4473;1.32;171.09;17.39
4474;1.44;171.1;17.39
4475;1.46;172.98;17.57
4476;1.44;171.27;17.57
4477;1.35;146.1;17.74
4478;1.05;73.29;17.57
4479;0.93;24.54;17.74
4480;0.76;19.88;17.57
4481;0.62;18.27;17.74
4482;0.86;171.79;17.57
4483;1.08;171.26;17.57
4484;1.31;172.2;17.57
4485;1.38;171.35;17.39
4486;1.36;170.97;17.22
4487;1.34;168.91;16.16
4488;1.21;36.43;16.16
4489;0.13;5.16;16.16
4490;0.05;4.29;16.16
4491;0;4.05;16.16
4492;0.01;4.59;16.16
4493;-0.09;4.85;16.25
4494;0.04;5.62;17.74
4495;0.69;164.48;17.74
4496;1.48;166.94;17.74
4497;3.06;239.51;17.74
4498;2.36;243.13;17.74
4499;1.49;234.99;17.74
4500;1.1;220;17.74
4501;1.25;201.99;17.74
4502;1.08;190.48;17.74
4503;1.18;165.62;17.74
4504;1.17;159.07;17.74
4505;1.16;155.02;17.74
4506;1.47;169.68;17.74
4507;4.8;174.71;17.74
4508;5.07;192.5;17.57
4509;4.87;166.61;17.39
4510;3.62;165.57;16.87
4511;1.51;161.04;17.39
4512;1.17;140.01;16.16
4513;0.43;0.48;16.16
4514;0.09;0.4;16.16
4515;0.08;0.44;16.32
4516;0.07;0.76;16.33
4517;0.08;1.15;16.69
4518;0.93;1.46;17.74
4519;2.19;157.57;17.74
4520;9.26;166.97;17.74
4521;11.06;169.76;17.74
4522;12.04;169.8;17.74
4523;13.69;170.07;17.74
4524;14.11;169.59;17.74
4525;13.57;169.2;17.74
4526;13.8;163.58;17.74
4527;13.55;158.15;17.74
4528;13.02;151.22;17.74
4529;12.68;166.11;17.74
4530;15.95;168.89;17.74
4531;16.07;169.19;17.74
4532;14.99;167.63;17.39
4533;13.85;160.08;17.39
4534;13.01;10.32;17.39
4535;11.62;3.35;17.39
4536;9.53;2.62;17.39
4537;10.29;2.72;17.39
4538;8.26;2.3;17.39
4539;4.2;2.28;17.39
4540;3.92;2.43;17.39
4541;4.59;2.54;17.5
4542;10.88;2.38;17.74
4543;14.78;2.46;17.74
4544;16.79;2.99;17.74
4545;19.84;3.16;17.74
4546;22.39;3.32;17.74
4547;23.93;3.27;17.39
4548;22.29;3.07;17.39
4549;21.11;2.77;12.93
4550;19.92;2.41;12.67
4551;18.99;1.57;12.67
4552;19;1.53;12.67
4553;18.45;2.4;12.67
4554;18.5;2.74;12.67
4555;17.98;3.18;12.42
4556;16.84;3.56;0
4557;15.42;19.93;0
4558;14.51;12.05;0
4559;14.05;3.07;0
4560;12.06;2.28;0
4561;12.5;1.75;0
4562;11.1;1.49;0
4563;10.22;1.35;0
4564;9.61;1.41;0
4565;9.4;1.23;0
4566;10.97;1.01;0
4567;12.86;1.4;0
4568;15.14;1.46;0
4569;16.48;1.57;0
4570;16.99;1.9;0
4571;23.32;2.26;0
4572;19.54;3.27;0
4573;18.77;2.88;0
4574;17.59;2.18;0
4575;17.54;2.17;0
4576;17.31;2.56;0
4577;16.7;3.89;0
4578;16.68;52.73;0
4579;16.78;112;0
4580;16.69;161.14;0
4581;16.29;162.97;0
4582;15.71;160.44;0
4583;14.87;154.57;0
4584;14.03;3.3;0
4585;12.8;3.06;0
4586;12.22;2.9;0
4587;11.2;2.85;0
4588;9.67;2.83;0
4589;10.96;2.86;0
4590;12.8;7.29;0
4591;14.4;157.69;12.42
4592;16.11;172.4;12.76
4593;18.13;189.94;12.7
4594;18.15;193.26;12.67
4595;18.61;189.9;12.92
4596;18.33;187.42;13.02
4597;17.73;186.76;17.31
4598;17.1;183.72;17.22
4599;16.85;180;17.39
4600;16.79;179.97;17.39
4601;16.55;185.05;17.22
4602;16.5;188.4;17.57
4603;16.9;292.95;17.39
4604;16.4;458.03;17.39
4605;15.05;260.95;17.39
4606;14.52;199.96;17.39
4607;13.34;177.99;17.39
4608;10.07;172.31;17.39
4609;6.83;159.08;17.39
4610;7.06;11.78;17.39
4611;5.84;10.31;17.39
4612;3.02;10.01;17.39
4613;2.52;9.24;17.39
4614;2.89;11.72;17.39
4615;3.45;186.17;17.39
4616;10.01;189.02;17.39
4617;11.15;189.26;17.39
4618;12.67;187.77;17.39
4619;13.38;188.28;17.39
4620;12.97;187.4;17.39
4621;12.42;186.66;17.39
4622;11.08;186.15;17.39
4623;10.44;186.16;17.39
4624;9.51;185.74;17.39
4625;9.96;185.89;17.05
4626;11.1;174.36;12.67
4627;14.33;178.74;12.22
4628;14.39;180.04;0
4629;14.23;186.71;0
4630;14.32;178.38;0
4631;13.76;47.12;0
4632;12.53;4.76;0
4633;11.81;3.63;0
4634;10.39;3.45;0
4635;9.03;3.75;0
4636;3.58;4.47;0
4637;4.1;4.67;0
4638;6.74;8.42;0.02
4639;7.43;49.6;0.46
4640;10.11;187.97;0.46
4641;10.91;188.61;0.46
4642;12.19;188.87;0.46
4643;12.27;187.9;0.46
4644;12.56;185.09;0.46
4645;12.24;143.48;0.02
4646;10.53;46.98;0.02
4647;10.08;9.84;0.02
4648;9.91;5.04;0.02
4649;9.97;3.61;0.02
4650;10.79;3.63;0.02
4651;13.29;5.03;0.46
4652;14.87;3.86;0.46
4653;14.9;3.04;0.46
4654;14.73;2.14;0
4655;14.25;1.64;0
4656;12.18;1.44;0
4657;9.22;1.43;0
4658;9.92;1;0
4659;9.02;0.82;0.02
4660;8.12;0.59;0.02
4661;10;0.66;0.46
4662;12.54;0.93;11.98
4663;13.58;1.4;11.98
4664;15.03;1.68;11.98
4665;16.72;2.5;11.98
4666;17.3;2.84;11.98
4667;17.75;2.84;11.98
4668;17.81;2.52;11.98
4669;17.65;2.1;0.02
4670;17.5;2.05;0.02
4671;17.17;1.63;0.02
4672;17.04;1.6;0.02
4673;16.73;1.59;0.02
4674;16.76;6.36;0.02
4675;16.61;27.09;0.02
4676;16.16;49.94;0.02
4677;15.79;18.08;0.02
4678;14.72;1.63;0
4679;14.24;1.47;0
4680;12.48;1.28;0
4681;14.37;1.28;0
4682;14.06;1.1;0
4683;13.98;0.94;0
4684;14.03;0.91;0
4685;13.98;0.77;0
4686;14.58;1.06;0.02
4687;14.83;1.43;0.02
4688;16.1;1.56;0.02
4689;16.66;10;0.02
4690;16.72;22.65;0.02
4691;16.78;8.4;0.02
4692;16.75;1.67;0.02
4693;16.74;1.61;12.42
4694;16.59;1.54;12.42
4695;16.38;1.49;12.42
4696;16.24;1.47;12.42
4697;16.16;1.48;12.42
4698;16.16;1.48;12.44
4699;16.1;1.6;12.67
4700;15.94;4.64;12.45
4701;15.55;3.58;12.42
4702;15.11;1.51;12.3
4703;14.95;1.49;11.83
4704;14.28;1.43;11.83
4705;14.56;1.59;11.84
4706;14.31;1.51;12.3
4707;13.81;1.49;12.55
4708;13.68;1.46;16.42
4709;13.61;1.41;17.39
4710;14.93;1.41;17.39
4711;15.18;1.39;17.39
4712;16.2;1.41;17.39
4713;16.76;1.43;17.39
4714;16.76;1.48;17.39
4715;16.89;1.5;17.39
4716;16.91;1.07;17.39
4717;16.91;0.07;17.39
4718;16.82;-0.05;17.39
4719;16.67;-0.1;17.39
4720;16.55;0;17.39
4721;16.39;1.03;17.39
4722;16.44;1.45;17.39
4723;15.95;1.48;17.39
4724;15.71;56.14;17.39
4725;15.49;168.25;17.39
4726;15.01;34.97;17.39
4727;14.97;1.84;17.05
4728;14.01;1.41;16.48
4729;15.6;1.51;15.66
4730;15.28;1.45;15.66
4731;14.44;1.45;15.67
4732;14.56;1.46;15.67
4733;14.74;1.45;15.67
4734;15.74;1.49;17.05
4735;15.57;1.51;17.39
4736;16.47;1.55;17.39
4737;16.98;1.81;17.39
4738;17.23;2.78;17.39
4739;16.97;3.55;17.39
4740;16.98;3.94;17.39
4741;16.92;3.95;17.39
4742;16.84;4.09;17.39
4743;16.89;4.37;17.39
4744;16.77;4.85;17.39
4745;16.66;7.56;17.39
4746;16.79;12.82;17.39
4747;16.41;16.02;17.39
4748;16.33;39.97;17.39
4749;16.14;59.9;17.39
4750;15.71;25.04;17.39
4751;14.92;29.81;16.56
4752;13.95;13.63;15.73
4753;15.03;31.93;15.74
4754;14.66;25.83;15.74
4755;14.57;23.41;16.57
4756;14.56;24.39;16.58
4757;14.04;25.05;17.15
4758;14.3;31.93;17.39
4759;14.74;58.53;17.39
4760;16.79;88.47;17.39
4761;17.41;135.83;17.39
4762;17.35;149.55;17.39
4763;17.08;160.45;17.39
4764;16.56;139.99;17.39
4765;16.25;99.09;17.39
4766;15.3;93.89;17.39
4767;14.67;86.1;17.39
4768;14.04;84.92;17.39
4769;13.15;86.29;17.39
4770;13.26;98.42;17.43
4771;13.36;105.79;17.39
4772;13.34;149.24;17.39
4773;12.43;104.22;17.39
4774;11.74;89.18;17.39
4775;11.15;79.47;17.39
4776;9.64;53.67;17.39
4777;9.81;38.92;17.39
4778;9.34;34.29;17.15
4779;7.82;34.72;17.39
4780;7.87;31.34;17.39
4781;8.05;28.59;17.39
4782;10.62;37.77;17.39
4783;11.6;52.55;17.6
4784;13.48;162.72;17.6
4785;14.04;166.33;17.74
4786;14.41;166.24;17.74
4787;14.38;165.67;17.74
4788;14.06;164.48;17.74
4789;13.92;163.31;17.39
4790;13.1;162.66;17.6
4791;12.03;161.93;17.6
4792;13.08;160.84;17.39
4793;13.29;161.88;17.39
4794;13.75;163.53;17.39
4795;14.1;164.2;17.39
4796;14.18;163.81;17.39
4797;11.58;162.79;17.39
4798;11.25;160.86;17.05
4799;10.6;157.83;12.3
4800;4.98;74.54;12.22
4801;4.03;51.78;12.3
4802;3.69;29.98;0
4803;3.61;20.86;11.98
4804;3.53;18.92;0
4805;3.4;18.58;0
4806;3.76;39.88;12.3
4807;4.95;56.71;12.44
4808;9.72;152.94;12.5
4809;10.71;165.29;12.45
4810;10.82;166.06;12.54
4811;10.77;165.34;12.54
4812;10.68;165.78;12.55
4813;10.77;53.54;12.57
4814;10.58;50.75;12.55
4815;10.16;51.63;12.55
4816;10.55;53.36;12.56
4817;10.66;54.08;12.56
4818;11.14;58.1;12.56
4819;11.54;59.53;12.55
4820;11.88;59.11;12.55
4821;11.82;56.06;12.55
4822;11.52;42.22;12.55
4823;11.33;33.15;12.42
4824;10.35;16.62;12.3
4825;8.97;36.95;0
4826;8.21;27;0
4827;7.74;24.85;0
4828;7.6;20.59;0
4829;8.06;16.78;0
4830;9.63;26.44;12.42
4831;9.23;61.06;12.67
4832;10.37;175.9;17.39
4833;11.83;219.93;17.39
4834;12.09;264.9;17.39
4835;12.66;286.74;17.39
4836;12.29;300;17.39
4837;11.29;299.86;17.39
4838;10.95;280.61;17.39
4839;10.41;215.04;17.39
4840;9.87;187.3;17.39
4841;9.6;245.99;17.39
4842;10.05;254.91;17.39
4843;10.42;292.57;17.39
4844;10.08;261.75;17.39
4845;9.67;208.05;13.29
4846;9.07;188.67;12.63
4847;8.42;178.59;12.63
4848;7.5;152.1;12.54
4849;7.73;16.3;12.42
4850;6.4;9.59;12.3
4851;4.78;4.91;12.3
4852;3.44;4.36;12.3
4853;3.28;4.17;12.55
4854;6.95;4.97;12.65
4855;6.71;22.39;13.43
4856;7.19;165.09;17.39
4857;8.5;171.18;17.39
4858;9.23;181.37;17.39
4859;9.58;199.02;17.39
4860;9.43;199.06;17.39
4861;9.03;198.1;17.39
4862;9.2;191.64;17.39
4863;9.1;179.29;17.39
4864;8.83;179.29;17.39
4865;8.33;174.66;17.39
4866;9.68;187.38;17.39
4867;9.68;187.38;17.39
4868;9.51;169.47;17.39
4869;8.99;165.43;17.15
4870;8.28;164.26;12.93
4871;8.2;163.55;12.86
4872;7.56;21.01;12.8
4873;6.48;19.05;12.8
4874;2.72;16.27;12.67
4875;2.23;15.79;12.8
4876;2.16;16.13;12.8
4877;2.29;14.25;12.87
4878;4.31;16.05;17.15
4879;6.21;29.04;17.39
4880;6.93;40.72;17.5
4881;6.83;78.1;17.39
4882;7.29;155.52;17.39
4883;7.92;168.34;17.39
4884;6.99;168.48;17.39
4885;5.08;168.64;17.53
4886;4.98;161.61;17.5
4887;5.03;151.44;17.5
4888;5.99;150.07;17.5
4889;5.94;161.04;17.57
4890;5.94;164.5;17.74
4891;5.09;168.35;17.57
4892;4.97;168.74;17.5
4893;4.46;168.45;17.39
4894;4.62;166.07;17.39
4895;3.03;164.97;17.39
4896;2.27;83.08;17.39
4897;2.93;51.4;17.39
4898;2.15;45.96;17.39
4899;2.03;39.13;17.39
4900;1.86;35.4;17.39
4901;1.5;38.06;17.39
4902;3.17;46;17.39
4903;3.98;51.11;17.74
4904;4.87;59.5;17.74
4905;4.22;80.03;17.74
4906;3.58;98.42;17.74
4907;3.55;95.59;17.74
4908;3.13;95.59;17.74
4909;3.21;70;17.74
4910;3.11;57.08;17.74
4911;2.98;47.6;17.74
4912;3.44;60.63;17.5
4913;3.68;56.98;17.74
4914;4.24;72.04;17.74
4915;3.91;139.89;17.39
4916;4.24;140.08;17.39
4917;3.29;125.07;17.39
4918;3.4;75.02;17.39
4919;3.3;31.27;17.39
4920;3.01;27.11;17.05
4921;2.36;4.69;16.56
4922;2.22;4.56;16.56
4923;2.08;4.66;16.57
4924;2.07;4.65;16.57
4925;2.18;4.65;16.57
4926;2.47;4.99;17.22
4927;4.97;4.79;17.39
4928;5.01;9.54;17.57
4929;6.14;12.91;17.39
4930;7.42;14.22;17.57
4931;8.04;16.39;17.69
4932;8.23;14.3;17.69
4933;7.56;12.94;17.74
4934;7.32;18.17;17.74
4935;7.3;19.14;17.74
4936;7.3;19.07;17.74
4937;7.21;14.38;17.74
4938;7.2;20.65;17.74
4939;7.41;16.14;17.74
4940;7.32;14.38;17.74
4941;6.64;10.68;17.74
4942;6.68;7.65;17.74
4943;6.27;4.95;17.51
4944;4.97;4.03;17.5
4945;5.01;4.31;17.39
4946;5.68;2.65;17.39
4947;5.24;1.57;17.39
4948;4.94;1.51;17.39
4949;4.32;1.53;17.39
4950;4.1;3.05;17.53
4951;4.14;5.09;17.74
4952;3.89;8.54;17.74
4953;4.96;16.86;17.74
4954;4.98;11.9;17.74
4955;4.96;11.36;17.74
4956;4.88;9.33;17.74
4957;4.96;9.67;17.74
4958;4.61;7.92;17.74
4959;4.41;7.24;17.74
4960;4.36;7;17.74
4961;4.56;7.14;17.74
4962;4.83;7.28;17.74
4963;5;9.94;17.74
4964;5.06;9;17.74
4965;5.25;9.99;17.74
4966;5.49;8.35;17.74
4967;5.1;7.53;17.74
4968;4.66;2.46;17.74
4969;4.02;1.75;17.6
4970;4.71;1.44;17.39
4971;5.17;1.4;17.5
4972;5.05;1.33;17.57
4973;4.65;1.37;17.74
4974;3.6;1.45;17.74
4975;3.04;1.49;17.74
4976;3.09;3.41;17.74
4977;3.87;5.03;17.74
4978;3.67;5.51;17.74
4979;3.03;79.44;17.74
4980;2;107.47;17.74
4981;1.44;108.99;17.74
4982;1.41;113.79;17.74
4983;1.2;114.02;17.74
4984;1.24;162.08;17.74
4985;1.4;174.6;17.74
4986;1.99;190.23;17.74
4987;2.22;191.06;17.74
4988;3.03;190.78;17.57
4989;3;175.05;17.5
4990;2.64;181.62;17.39
4991;2.21;159.83;17.39
4992;1.9;4.91;17.05
4993;1.77;2.65;17.39
4994;1.64;2.16;17.05
4995;1.57;2.26;17.39
4996;1.54;2.48;17.39
4997;1.76;3.23;17.09
4998;2.52;5.23;17.7
4999;2.88;6.91;17.74
5000;3.34;50.05;17.74
5001;3.92;200.05;17.74
5002;4.75;206.57;17.74
5003;6.8;209.92;17.74
5004;9.92;209.98;17.74
5005;9.99;209.97;17.74
5006;13.91;197.19;17.74
5007;11.61;204.25;17.74
5008;10.88;200.09;17.74
5009;7.53;205.73;17.74
5010;9.95;214.49;17.74
5011;9.94;220.97;17.74
5012;9.43;220.96;17.58
5013;6.09;214.91;17.39
5014;5.71;212.83;17.21
5015;5.06;207.25;16.87
5016;4.64;179.56;16.88
5017;3.78;36.84;17.39
5018;3.35;31.24;17.39
5019;2.55;28.02;17.39
5020;2.25;25.62;17.39
5021;2.11;26.53;17.39
5022;2.33;29.81;17.74
5023;3.92;200;17.74
5024;4.66;213.24;17.74
5025;4.7;217.15;17.74
5026;4.69;216.11;17.74
5027;4.64;214.88;17.74
5028;4.61;214.07;17.74
5029;4.61;214.31;17.74
5030;1.73;212.35;17.74
5031;1.59;213.26;17.74
5032;3.74;212.7;17.74
5033;3.93;212.99;17.74
5034;4.62;216.05;17.74
5035;4.62;219.55;17.58
5036;4.63;215.33;17.08
5037;4.62;210.4;16.95
5038;4.63;207.67;16.95
5039;4.66;207.51;12.93
5040;3.98;147.28;16.41
5041;3.2;29.89;16.41
5042;2.57;24.08;16.41
5043;1.48;21.16;16.42
5044;1.34;20.08;17.28
5045;1.27;19.42;17.18
5046;1.46;19.43;17.5
5047;2.38;19.99;17.5
5048;2.98;24.81;17.74
5049;3.18;30.5;17.74
5050;2.94;133.76;17.39
5051;2.91;138.14;17.58
5052;2.32;148.36;17.58
5053;1.37;129.95;17.58
5054;1;112.11;17.58
5055;1.09;30.64;17.58
5056;1.43;45.68;17.5
5057;2.13;204.29;17.74
5058;2.32;209.95;17.74
5059;2.33;213.78;17.39
5060;2.32;213.37;17.39
5061;2.26;205.24;17.05
5062;2.47;200;16.48
5063;3.27;59;15.29
5064;2.65;21.97;12.67
5065;1.62;21.58;15.3
5066;1.45;21.81;15.3
5067;1.35;21.18;12.67
5068;0.93;22.06;15.31
5069;0.79;21.43;16.34
5070;1.43;21.05;17.39
5071;1.57;22.15;17.39
5072;2;23.5;17.39
5073;2.17;25.85;17.39
5074;1.79;25.28;17.39
5075;1.78;25.99;17.39
5076;1.7;24.33;17.39
5077;1.51;21.31;17.39
5078;1.5;19.55;17.39
5079;1.45;20.08;17.39
5080;1.42;22.57;17.39
5081;1.43;55.92;17.39
5082;1.68;200;17.39
5083;2.08;217.31;17.39
5084;2.09;218;16.39
5085;1.81;209.01;12.42
5086;2.05;214.34;12.1
5087;2.02;149.17;12.1
5088;1.75;16.38;11.98
5089;1.44;11.99;11.86
5090;1.4;11.19;11.86
5091;1.35;11.4;11.98
5092;1.32;11.48;12.1
5093;1.35;11.94;12.42
5094;1.54;12.49;16.42
5095;2.1;15.33;17.29
5096;3.1;119.91;17.39
5097;7.37;222.62;17.39
5098;17.04;227.33;17.39
5099;19.93;232.32;17.39
5100;32.7;227.98;17.39
5101;30.49;227.85;17.39
5102;19.95;226.35;17.39
5103;19.36;223.5;17.39
5104;16.97;120;17.39
5105;17.1;218.72;17.74
5106;19.09;225.07;17.74
5107;19.83;223.29;17.39
5108;17.28;221.05;17.39
5109;13.82;48.18;17.39
5110;6.4;13.77;17.39
5111;5.02;11.02;16.89
5112;3.58;8.23;16.89
5113;3.38;5.33;16.89
5114;3.21;5.32;16.9
5115;3.2;4.9;16.9
5116;3.19;4.68;16.98
5117;3.14;4.54;17.37
5118;3.1;4.95;17.5
5119;3;7.16;17.74
5120;3.07;12;17.74
5121;2.98;170.09;17.74
5122;3.15;273.92;17.74
5123;3.14;270.01;17.92
5124;3.05;243.03;17.92
5125;2.92;164.5;17.92
5126;2.93;30.34;17.92
5127;5.01;15.61;17.92
5128;3.75;16.09;17.92
5129;18.82;16.08;17.92
5130;32.62;31.14;17.92
5131;38.43;146.29;17.92
5132;38.78;17.79;17.74
5133;33.45;13.79;17.74
5134;24.54;10.45;17.74
5135;19.91;6.42;17.57
5136;9.44;2.42;17.74
5137;3.45;1.53;17.74
5138;3.19;1.48;17.5
5139;2.82;1.48;17.74
5140;3.06;1.5;17.5
5141;2.91;1.73;17.74
5142;2.98;2.64;17.74
5143;3.1;4.72;17.74
5144;3.19;9.03;17.74
5145;3.94;11.75;17.74
5146;17.48;11.63;17.74
5147;21.31;9.9;17.92
5148;21.1;7.73;18.1
5149;19.55;4.89;17.92
5150;17.57;3.63;17.92
5151;12.91;2.97;17.92
5152;4.92;2.75;17.74
5153;5.03;2.87;17.74
5154;12.95;3;17.74
5155;18.04;3.93;17.74
5156;18.06;4.4;17.74
5157;16.15;3.96;17.74
5158;9.08;3.65;17.74
5159;5.05;3.04;17.74
5160;3.25;1.89;17.74
5161;2.27;1.51;17.74
5162;2.28;1.53;17.74
5163;2.19;1.62;17.74
5164;2.15;2.1;17.74
5165;2.2;2.47;17.74
5166;2.17;4.16;17.74
5167;3.11;6.1;17.74
5168;18.16;16.08;17.74
5169;41;16.05;17.74
5170;42.65;16.07;17.74
5171;41.2;11.96;17.74
5172;41.16;9.13;17.74
5173;40.97;8.46;17.74
5174;39.9;8.18;17.74
5175;38.24;7.29;17.74
5176;37.18;7.59;17.74
5177;34.99;9.64;17.74
5178;39.67;9.44;17.74
5179;42.1;11.83;17.74
5180;45.45;10.39;17.74
5181;43.06;6.83;17.74
5182;40.7;5.75;17.68
5183;34.96;4.55;17.5
5184;10.91;2.5;17.39
5185;4.15;1.64;17.39
5186;4.18;1.47;17.39
5187;3.89;1.57;17.39
5188;4.24;1.98;17.5
5189;4.83;2.3;17.74
5190;16.18;3.09;17.74
5191;33;4.97;17.74
5192;46.97;11.52;17.74
5193;49.67;17.83;17.74
5194;47.59;35.09;17.74
5195;42.37;50.03;17.74
5196;41.33;35.07;17.74
5197;40.35;24.47;17.74
5198;37.89;25.44;17.74
5199;35.22;39.39;17.74
5200;34.81;25.04;17.74
5201;33.96;28;17.57
5202;37.77;35.07;17.66
5203;40.41;26.3;17.39
5204;41.32;21.04;17.39
5205;38.57;15.38;17.39
5206;40.17;10.82;16.23
5207;38.54;8.1;16.56
5208;18.28;4.98;16.7
5209;5.44;11.82;16.76
5210;5.46;6.04;16.76
5211;5.26;4.9;17.05
5212;5.26;4.57;17.05
5213;5.21;3.98;17.39
5214;5.42;3.47;17.39
5215;28.77;3.05;17.07
5216;32.46;3.18;17.07
5217;32.05;3.98;17.07
5218;20.68;4.26;16.73
5219;19.92;3.29;12.67
5220;18.21;3.07;0
5221;17.18;2.9;0
5222;17.99;2.95;12.07
5223;17.23;3.09;12.07
5224;20.03;3.31;12.42
5225;21.16;3.57;12.59
5226;30.75;4.18;12.84
5227;30.07;11.8;12.59
5228;26.19;13.03;12.42
5229;26.43;10.08;12.08
5230;22.65;11.34;10.02
5231;18.88;4.96;9.21
5232;4.48;1.45;0
5233;4.89;1.01;0
5234;4.96;0.86;0
5235;5.03;0.71;0
5236;5.21;0.7;0
5237;5.38;0.81;9.12
5238;5.62;0.98;9.9
5239;18.68;1.21;12.42
5240;36.96;1.44;12.9
5241;38.45;2.66;13.05
5242;37.55;9.88;13.17
5243;28.99;15.91;13.17
5244;27.29;18.74;13.17
5245;27.59;15.77;17.39
5246;27.27;15.78;17.39
5247;26.6;16.73;17.39
5248;27.41;19.35;17.39
5249;34.74;29.91;17.39
5250;39.69;66.75;17.39
5251;43.39;87.19;17.39
5252;53.96;144.8;17.39
5253;49.22;99.51;17.39
5254;43.39;101.1;12.67
5255;40.4;74.22;12.67
5256;30.03;44.98;12.55
5257;5.58;29.89;12.55
5258;6.08;40.09;12.55
5259;6.2;45.97;12.93
5260;6.36;54.95;17.39
5261;6.48;63.17;17.02
5262;6.67;146.02;17.64
5263;30.16;267.78;17.74
5264;39.09;292.43;17.74
5265;39.89;334.95;17.74
5266;39.95;370.3;17.74
5267;41.9;331.29;17.74
5268;40.91;307.07;17.74
5269;31.92;292.66;17.74
5270;31.34;294.01;17.74
5271;29.92;294.68;17.74
5272;31.49;300.39;17.74
5273;34.38;321.94;17.74
5274;40.11;382.15;17.74
5275;43.82;330;17.64
5276;50.11;329.96;17.39
5277;41.44;354.9;17.39
5278;42.31;299.83;17.39
5279;34.96;272.6;17.39
5280;24.24;245.61;13
5281;6.13;264.94;12.42
5282;5.91;260.62;0
5283;5.8;259.53;0
5284;5.7;248.97;0
5285;5.52;170.66;0
5286;5.45;227.5;5.35
5287;5.68;260.55;12.42
5288;8.17;274.49;12.67
5289;24.96;295.08;17.05
5290;30.87;306.87;17.05
5291;29.6;302.65;17.39
5292;27.59;275.66;17.39
5293;25.09;270.91;17.39
5294;24.02;258.94;17.39
5295;24.71;260.64;17.39
5296;22.28;260.49;17.39
5297;23.68;272.94;17.39
5298;26.46;312.21;17.39
5299;28.94;302.45;17.05
5300;28.91;274.47;12.67
5301;28.92;262.77;0
5302;28.93;220.95;0
5303;24.92;200.06;0
5304;13.1;22.1;0
5305;5.16;15.01;0
5306;4.99;6.95;0
5307;4.94;6.17;0
5308;4.9;4.87;0
5309;4.83;3.75;0
5310;4.87;5.24;0
5311;5.01;14.79;0.29
5312;5.44;36.78;5.95
5313;21.46;256.13;5.95
5314;24.64;270.41;5.95
5315;26.42;286.01;5.95
5316;25.37;284.9;5.95
5317;24.01;274.23;0.6
5318;23.41;246.93;0.6
5319;23.43;242.68;0.6
5320;23.93;239.95;0.6
5321;27.66;239.95;0.6
5322;29.46;239.91;0.6
5323;34.13;243.21;0
5324;33.95;220.03;0
5325;28.59;20.29;0
5326;30.09;18.36;0
5327;28.97;2.41;0
5328;16.93;0.51;0
5329;5.98;0.15;0
5330;5.95;0.09;0
5331;5.88;0.05;0
5332;5.94;0.05;0
5333;6.23;0.09;0
5334;6.54;0.56;0
5335;35.89;1.48;0
5336;42.21;18.55;0
5337;50.83;199.8;0
5338;48.17;199.94;0
