hour;SE3;NO1;DK1
2085;7.97;20.92;75.86
2086;6.04;21.08;74.98
2087;5.79;21.21;72.1
2088;5.59;18.92;72.11
2089;5.51;40.98;74
2090;5.37;36.95;74
2091;5.3;43.53;74
2092;5.3;51.13;74.74
2093;5.36;79.97;76.03
2094;5.38;145.93;76.03
2095;5.47;200.74;107.47
2096;5.64;225.03;108.54
2097;5.88;276.97;76.24
2098;5.9;220.19;76.03
2099;5.72;208.38;76.03
2100;5.31;203.97;67
2101;4.99;202.42;63.37
2102;4.1;199.18;63.51
2103;3.97;197.28;62.5
2104;4.22;193.82;60.43
2105;5.05;195.34;63.37
2106;5.55;199.64;35.33
2107;5.82;202.9;35.67
2108;5.76;208.13;17.74
2109;5.45;208.72;17.74
2110;5.2;203.59;17.74
2111;5.06;199.63;17.32
2112;4.91;191.6;12.93
2113;4.54;197.15;12.8
2114;4.44;183.36;12.8
2115;4.45;169.29;12.93
2116;4.11;174.84;17.18
2117;3.68;168.9;17.26
2118;3.47;200.88;17.39
2119;3.78;215.14;17.57
2120;3.96;307.44;17.57
2121;4.36;338.58;17.57
2122;4.69;236.07;17.39
2123;4.82;223.2;17.39
2124;4.88;214.82;17.39
2125;4.84;210.58;17.39
2126;4.92;204.79;17.39
2127;4.86;202.94;17.39
2128;4.92;202.75;17.39
2129;5.05;213;17.39
2130;5.25;224.71;17.39
2131;6.02;223.35;17.15
2132;6.3;231.89;17.05
2133;7.93;233.97;12.67
2134;17.03;219.27;12.42
2135;6.5;213.52;11.59
2136;6.1;197.92;11.59
2137;5.52;159.05;11.59
2138;5.5;150.64;11.59
2139;5.5;139.88;11.59
2140;5.53;150.64;11.59
2141;5.55;150.02;11.82
2142;5.78;178.75;12.3
2143;24.35;219.09;12.55
2144;31.44;294;17.05
2145;30.94;323.56;17.39
2146;26.11;256.29;17.39
2147;22.4;224.49;17.39
2148;21.09;212.73;17.39
2149;21.09;203.92;17.39
2150;19.12;193.43;17.39
2151;17.07;190.8;17.39
2152;15.8;185.62;17.39
2153;15.26;184.96;17.39
2154;21;188.01;17.39
2155;27.94;200.01;12.56
2156;38.93;208.28;11.98
2157;35.7;199.08;11.7
2158;28.6;164.35;0
2159;27.01;150.64;0
2160;23.8;120.08;0
2161;6.85;111.72;0
2162;5.26;99.64;0
2163;5.14;94.48;0
2164;5.09;99.59;0
2165;5.15;109.02;0
2166;19.08;136.65;0
2167;30.97;181.41;0
2168;42.3;200.03;0
2169;35.11;208.47;0
2170;25.75;200.35;0
2171;23.94;193.08;0
2172;12.19;181.14;0
2173;5.32;171.94;0
2174;5.17;159.91;0
2175;4.99;143.57;0
2176;4.92;109.95;0
2177;4.89;138.92;0
2178;4.94;172.4;0
2179;4.98;191.7;0
2180;5.04;199.57;0
2181;5.11;195.38;0
2182;5.01;174.92;0
2183;4.83;137.69;0
2184;4.57;117.77;0
2185;4.25;107.71;0
2186;4.27;97.99;0
2187;4.31;99.99;0
2188;4.41;98.79;0
2189;4.53;99.33;0
2190;4.72;91.56;0
2191;4.96;104.45;0
2192;16.32;122.58;0
2193;26.64;140.17;0
2194;18.07;154.94;0
2195;6.98;137.43;0
2196;5.97;89.95;0
2197;6.27;29.25;0
2198;5.77;25.87;0
2199;5.39;25.28;0
2200;5.09;25.98;0
2201;4.98;35.75;0
2202;4.99;45.64;0
2203;5.18;73.12;0
2204;5.27;89.9;0
2205;5.12;89.92;0
2206;4.95;57.79;0
2207;4.75;36.7;0
2208;4.52;28.36;0
2209;4.23;34.87;0
2210;4.15;34.35;0
2211;4.15;35.25;0
2212;4.24;36.74;0
2213;4.38;39.02;0
2214;4.56;41.37;0
2215;4.8;50.04;0
2216;5.24;53.05;0
2217;5.09;67.52;0
2218;4.96;79.93;0
2219;4.85;77.33;0
2220;4.72;61.94;0
2221;4.66;59.96;0
2222;4.61;55.01;0
2223;4.53;51.71;0
2224;4.51;48.71;0
2225;4.52;48.55;0
2226;4.56;58.93;0
2227;4.58;68.66;0
2228;4.62;90.09;0
2229;4.64;69.95;0
2230;4.57;64.6;0
2231;4.45;57.33;0
2232;4.19;46.76;0
2233;3.41;49.96;0
2234;3.34;48.4;0
2235;3.32;46.93;0
2236;3.36;45.28;0
2237;3.45;42.52;11.75
2238;3.72;58.05;12.4
2239;4.02;109.96;12.78
2240;4.37;120.6;12.99
2241;4.5;101.16;12.99
2242;4.41;87.6;12.99
2243;4.3;76.37;12.99
2244;4.21;69.95;12.99
2245;4.13;64.15;12.99
2246;4.07;59.53;12.99
2247;3.99;56.58;12.99
2248;3.91;48.38;12.99
2249;3.99;48.4;12.99
2250;4.14;68.62;17.39
2251;4.32;69.93;12.6
2252;4.48;74.86;12.3
2253;4.92;72.74;11.99
2254;4.48;63.43;11.93
2255;4.41;55.89;10.51
2256;4.29;48.31;11.94
2257;4.42;17.44;11.94
2258;4.41;17.02;11.94
2259;4.38;16.94;0
2260;4.4;17.5;0
2261;4.45;19.22;0
2262;4.51;30.9;10.72
2263;4.56;64.99;12.5
2264;4.93;122.06;12.59
2265;19.73;186.15;12.54
2266;18.54;118.9;12.54
2267;7.5;108.79;12.54
2268;4.63;100.35;12.54
2269;4.53;72.68;12.42
2270;4.42;54.89;12.6
2271;4.34;27.62;12.42
2272;4.31;34.9;12.61
2273;4.38;32.29;12.67
2274;4.52;49.87;12.67
2275;7.46;118.64;12.3
2276;27.69;189.56;11.29
2277;27.03;199.98;10.96
2278;22.88;145.01;10.19
2279;7.44;26.22;9.81
2280;4.48;21.27;9.81
2281;4.65;50.01;9.81
2282;4.62;24.24;0
2283;4.67;23.61;0
2284;4.59;24.23;0
2285;4.65;25.42;10.19
2286;4.75;54.93;10.99
2287;4.63;165.6;12.3
2288;4.67;177.84;12.55
2289;4.8;179.61;12.55
2290;4.81;159.36;12.55
2291;4.44;100.04;12.55
2292;3.88;77.08;12.55
2293;3.81;79.71;12.65
2294;3.75;74.73;12.66
2295;3.63;71.98;12.67
2296;3.68;74.75;12.67
2297;3.92;74.81;12.67
2298;4.37;126.26;12.67
2299;4.9;165.54;12.93
2300;5.34;178.43;12.68
2301;5.85;171;12.3
2302;5.18;132.42;12.29
2303;4.57;109.11;12.06
2304;4.33;60.37;12.3
2305;4.13;61.38;12.42
2306;3.99;60.89;12.42
2307;4.04;59.64;12.67
2308;3.7;67.58;12.7
2309;3.66;73.58;12.93
2310;4.37;74.13;17.39
2311;4.73;87.07;17.39
2312;20.99;136.61;17.39
2313;21.11;151.41;17.39
2314;18.28;95.96;17.39
2315;14.19;90.42;17.39
2316;5.37;87.16;17.39
2317;4.95;80.09;17.39
2318;4.61;70.38;17.39
2319;4.43;70.15;17.39
2320;4.36;73.35;17.39
2321;4.33;74.82;17.39
2322;4.39;80.91;17.39
2323;4.4;82.06;12.74
2324;4.43;92.15;12.55
2325;4.48;75.16;12.1
2326;4.46;54.68;0
2327;4.28;45.08;0
2328;4.05;27.35;0
2329;3.85;14.33;0
2330;3.79;8.42;0
2331;3.77;2.11;0
2332;3.88;2.47;0
2333;4;8.79;2.95
2334;4.22;19.85;11.88
2335;4.71;49.34;11.99
2336;28.09;92.44;12.13
2337;30.57;95.87;12.23
2338;23.66;84.91;12.23
2339;18.92;81.85;12.16
2340;17.61;84.42;12.14
2341;15.32;64.26;12.14
2342;4.97;41.68;11.99
2343;4.92;25.95;11.99
2344;4.98;34.9;11.99
2345;9.3;30.56;11.99
2346;4.43;63.28;11.99
2347;4.91;25.69;11.98
2348;12.74;34.91;3.2
2349;12.71;26.06;0
2350;9.99;25.36;0
2351;4.49;22.93;0
2352;4.17;20.64;11.92
2353;4.38;25.58;12.3
2354;4.25;25.64;17.15
2355;4.19;25.66;17.39
2356;4.2;26.4;17.39
2357;4.29;30.19;17.39
2358;4.52;33.76;17.39
2359;11.93;31.64;17.39
2360;20.71;28.95;17.39
2361;28.28;35.22;17.39
2362;20.04;36.11;17.39
2363;18.77;25.36;17.39
2364;7.44;21.8;17.39
2365;4.77;22.2;17.74
2366;4.65;21.73;17.74
2367;4.58;20.69;17.74
2368;4.52;20.72;17.74
2369;4.5;19.01;74.74
2370;4.51;22.44;17.74
2371;4.5;36.31;17.39
2372;4.56;39.93;17.39
2373;4.61;34.61;17.39
2374;4.53;35.4;17.39
2375;4.35;29.13;17.39
2376;4.1;27;17.39
2377;4.25;25.49;17.39
2378;4.17;24.57;17.39
2379;4.13;24;17.39
2380;4.17;23.72;17.39
2381;4.31;23.7;17.39
2382;4.59;24.65;17.39
2383;4.77;23.53;17.4
2384;18.91;25.28;17.74
2385;28.59;26.49;17.74
2386;19.53;21.93;17.39
2387;7.44;12.59;17.39
2388;4.72;13;17.39
2389;4.64;8.75;17.39
2390;4.57;8.44;17.39
2391;4.5;5.13;17.39
2392;4.44;5;17.39
2393;4.49;8.52;17.39
2394;4.68;14.86;17.39
2395;9.97;24.35;15.12
2396;18.96;29.91;12.66
2397;18.11;27.93;11.92
2398;16.01;24.51;11.92
2399;5.06;14.62;0
2400;4.76;12.96;0
2401;4.78;22.66;0
2402;4.74;20.2;0
2403;4.74;21.78;11.41
2404;4.8;24.52;12.05
2405;4.87;25.87;12.23
2406;5.94;35.84;12.42
2407;9.86;169.14;12.7
2408;13.37;204.75;13.03
2409;16.28;275.91;13.03
2410;16.54;217.39;13.03
2411;14.98;199.66;12.93
2412;12.88;185.18;12.93
2413;11.87;182.02;12.68
2414;7.6;140.08;12.68
2415;5.94;140.01;12.68
2416;4.97;99.99;12.67
2417;5.94;140.02;12.68
2418;7.94;184.42;12.68
2419;12.92;187.49;12.6
2420;20.72;191.19;12.4
2421;23.58;197.44;12.06
2422;21.25;189.28;9.9
2423;18.85;140.03;0
2424;7.96;99.97;0
2425;8.98;50.06;0
2426;6.96;44.12;0
2427;5.6;45.67;0
2428;7.3;53.35;0
2429;8.97;89.99;10.51
2430;13.48;185.4;12.12
2431;18.06;229.54;12.75
2432;20.01;268.78;12.8
2433;24.44;260.33;12.8
2434;20.82;219.02;12.76
2435;14.3;182.51;12.77
2436;11.59;172.32;12.77
2437;12.33;136.12;12.55
2438;8.39;110.02;12.55
2439;4.98;100.01;12.49
2440;4.93;118.14;12.55
2441;4.95;139.9;12.55
2442;4.98;179.4;12.55
2443;5.04;184.63;12.22
2444;5;187.03;11.98
2445;5.03;185.97;0
2446;4.93;182.37;0
2447;4.75;173.2;0
2448;4.6;109.95;0
2449;4.4;76.41;0
2450;4.23;76.84;0
2451;4.11;76.9;9.9
2452;4.05;77.86;10.1
2453;3.98;78.61;12.17
2454;4;90.36;12.19
2455;3.91;183.2;12.3
2456;4.25;187.97;13.03
2457;4.48;191.75;13.03
2458;4.58;188.84;12.93
2459;4.48;117.75;13.03
2460;4.2;106.47;13.03
2461;3.8;96.89;13.03
2462;2.97;81.34;13.03
2463;2.16;73.06;13.03
2464;2.22;69.28;13.03
2465;3;76.13;13.03
2466;3.67;89.98;13.03
2467;4.03;99.94;12.93
2468;4.1;109.99;12.93
2469;4.21;109.93;12.92
2470;4.3;72.4;12.86
2471;3.82;64.34;12.85
2472;3.43;58.73;12.85
2473;2.9;68.78;12.85
2474;1.65;64.53;12.67
2475;1.72;65.84;12.67
2476;1.24;70.07;12.55
2477;1.4;72.63;12.23
2478;1.44;73.6;12.23
2479;1.67;100.09;12.3
2480;1.83;196.14;12.85
2481;1.93;199.95;12.8
2482;2.12;159.95;12.55
2483;2.21;155.1;12.55
2484;2.11;159.91;12.85
2485;2.03;125.06;12.49
2486;1.96;109.99;12.49
2487;1.87;98.26;12.66
2488;1.76;83.63;12.64
2489;1.84;139.95;12.67
2490;2.35;113.85;12.67
2491;3.01;125.03;12.91
2492;3.89;109.92;12.93
2493;4.51;78.98;12.93
2494;4.63;63.44;12.93
2495;4.38;57.78;12.92
2496;4.13;44.66;12.92
2497;3.79;49.78;12.92
2498;4.11;45.76;12.67
2499;3.81;44.73;12.55
2500;3.86;44.79;12.28
2501;4.49;49.9;12.28
2502;4.69;55.02;12.04
2503;7.63;68.78;10.55
2504;32.74;65.15;3.96
2505;31.14;69.41;0
2506;23.68;70.07;0
2507;21.8;69.59;0
2508;19.33;66.9;0
2509;16.72;65.11;0
2510;15.73;62.31;0
2511;4.86;51.2;0
2512;4.79;53.3;0
2513;4.76;62.01;0
2514;4.81;68.39;0
2515;4.86;69.96;0
2516;4.88;79.26;0
2517;4.87;70.82;0
2518;4.78;68.61;0
2519;4.62;62.71;0
2520;4.37;58.99;0
2521;4.03;76.39;0
2522;3.77;69.78;0
2523;3.62;69.08;0
2524;3.62;68.52;0
2525;3.83;68.06;0
2526;4.18;65;0
2527;4.74;62.43;0
2528;5.21;61.78;0
2529;7.74;65.53;0
2530;5.27;64.97;0
2531;5.04;64.91;0
2532;4.9;59.15;0
2533;4.81;62.61;4
2534;4.7;51.88;4
2535;4.46;34.61;4.08
2536;4.56;40.32;4.08
2537;4.56;52.22;4.08
2538;4.65;54.85;4.08
2539;4.73;57.12;4.01
2540;4.74;58.72;3.2
2541;4.73;54.11;0
2542;4.65;51.78;0
2543;4.42;48.52;0
2544;4;40.73;0
2545;3.4;37.03;0
2546;3.21;35.05;0
2547;3.14;35.22;0
2548;3.16;37.44;0
2549;3.33;41.75;0
2550;3.74;44.17;0
2551;4.53;45.32;0
2552;4.98;50.93;3.76
2553;7.94;66.23;4.09
2554;5.38;69.27;3.76
2555;5.13;64.09;5.96
2556;4.96;41.29;5.96
2557;4.91;23.94;12.42
2558;4.89;13.16;12.55
2559;4.85;13.14;12.42
2560;4.78;13.18;12.93
2561;4.83;20.51;12.93
2562;4.8;60.69;17.39
2563;5.74;69.46;17.57
2564;9.98;70.45;17.74
2565;13;73.52;17.74
2566;10.47;72.58;17.74
2567;4.91;69.46;17.39
2568;4.71;63.23;17.39
2569;4.64;67.94;17.85
2570;4.61;64.4;17.85
2571;4.61;64.8;17.85
2572;4.65;67.85;17.85
2573;4.67;72.67;17.92
2574;4.83;69.26;18.32
2575;12.99;68.01;39.27
2576;47.84;71.08;45.82
2577;44.81;70.44;45.83
2578;26.41;80.54;45.84
2579;24.9;82.13;45.85
2580;23.87;77.81;74.74
2581;10.46;72.02;74.74
2582;4.96;61.17;74.74
2583;4.98;45;74.74
2584;4.95;59.97;74.74
2585;4.92;72.9;74.74
2586;4.94;81.56;74.74
2587;5.21;82.94;45.92
2588;7.95;86.42;45.2
2589;9.91;82.68;18.1
2590;7.93;82.9;17.85
2591;4.97;71.26;17.85
2592;4.82;64.18;17.85
2593;4.91;81.88;17.85
2594;4.86;79.57;17.85
2595;4.85;79.94;17.74
2596;4.88;81.33;17.74
2597;4.92;84.14;17.74
2598;4.99;92.34;17.78
2599;5.08;120.01;17.92
2600;9.95;204.7;17.85
2601;11.97;285.98;17.85
2602;14.78;247.53;17.85
2603;17.3;199.95;17.85
2604;16.63;97.52;17.85
2605;16.8;88.55;17.85
2606;11.96;80.65;17.85
2607;5;77.92;17.85
2608;4.98;75.05;17.85
2609;5.04;78.42;17.85
2610;7.51;84.97;17.85
2611;11.96;90.83;17.89
2612;19.91;88.56;17.74
2613;19.95;94.17;17.57
2614;17.56;87.81;17.39
2615;5.06;84.16;17.39
2616;4.9;74.24;16.53
2617;4.78;68.48;13.9
2618;4.76;65.52;13.9
2619;4.75;65.52;13.9
2620;4.8;67.26;13.76
2621;4.86;68.55;13.9
2622;4.9;70.86;16.49
2623;4.9;86.65;17.57
2624;5.03;109.99;17.74
2625;5.24;109.99;17.74
2626;5.38;97.14;17.74
2627;5.34;89.95;17.39
2628;5.08;79.63;17.74
2629;4.8;72.79;17.74
2630;4.44;69.31;18.1
2631;4.26;69.33;24.46
2632;4.24;68.93;24.95
2633;4.38;69.26;18.1
2634;4.64;71.74;47.11
2635;4.85;69.9;46.54
2636;4.95;69.88;46.37
2637;4.99;69.81;46.38
2638;4.99;69.01;32.13
2639;4.76;59.95;39.26
2640;4.63;54.71;39.27
2641;4.43;33.26;46.42
2642;4.31;30.42;46.43
2643;3.78;31.09;46.43
2644;3.54;35.01;46.29
2645;3.92;36.76;46.46
2646;4.65;45.58;46.54
2647;10.87;66.75;70.71
2648;23.38;72.79;66.18
2649;28.2;81.87;67.21
2650;19.79;72.39;68.87
2651;11.72;68.22;74.25
2652;5.59;56.33;73.38
2653;4.8;49.31;66.18
2654;4.58;43.5;46.54
2655;4.5;37.73;46.54
2656;4.47;40.11;46.43
2657;4.54;39.95;45.9
2658;4.78;44.25;44.25
2659;5.28;46.7;44.26
2660;17.81;45.4;19.84
2661;18.38;44.55;32.05
2662;14.05;39.77;19.41
2663;10.28;25.73;44.29
2664;4.85;19;32.05
2665;4.65;15.99;31.42
2666;4.31;16.92;32.05
2667;4.07;16.71;32.05
2668;4.06;16.93;32.05
2669;4.06;19.39;32.05
2670;4.6;27.86;32.05
2671;10;39.64;32.05
2672;39.65;83.64;41.36
2673;40.69;82;32.05
2674;39.83;69.48;32.05
2675;5.47;68.95;32.05
2676;5.09;58.27;32.05
2677;4.98;44.96;32.05
2678;4.87;40.04;32.05
2679;4.78;29.97;32.05
2680;4.54;30.34;32.05
2681;4.42;30.93;44.45
2682;4.61;33.4;44.46
2683;5.53;36.34;32.05
2684;9.95;37.83;32.05
2685;10.99;30.91;32.05
2686;11.17;31.2;32.05
2687;7.6;25.74;32.05
2688;8.31;24.55;32.05
2689;4.75;18.95;32.05
2690;4.5;21.96;32.05
2691;4.31;21.7;32.05
2692;4.42;23.57;32.05
2693;4.57;23.28;44.56
2694;6;24.47;71.14
2695;14.92;23.66;74.74
2696;33.8;29.32;75.49
2697;33.89;37.55;74.93
2698;10.83;37.67;74.74
2699;6.77;37.53;74.96
2700;6.1;20.9;74.98
2701;5.05;13.29;74.99
2702;4.86;13.58;75.01
2703;4.64;13.33;75.02
2704;4.49;13.33;75.49
2705;4.59;21.54;76.24
2706;5.44;40.53;170.5
2707;18.05;37.92;77.78
2708;24.57;39.73;76.24
2709;25.54;37.93;76.24
2710;10.42;35.13;76.24
2711;4.96;30.89;75.49
2712;4.8;25.78;75.16
2713;4.78;30.51;72.99
2714;4.76;31.76;73.72
2715;4.73;32.56;73.72
2716;4.77;33.78;75.49
2717;4.83;31.8;76.24
2718;5.46;32.75;76.24
2719;33.7;35.08;168.81
2720;42.03;65.67;175.67
2721;38.48;70.36;78.56
2722;23.72;78.89;76.24
2723;18.18;73.11;76.24
2724;17.4;71.28;76.24
2725;16.95;54.74;76.24
2726;16.63;34.64;76.24
2727;14.95;34.2;77.78
2728;14.97;44.09;77.78
2729;11.99;71.07;77.78
2730;5.56;109.04;77.78
2731;8.91;161.05;76.24
2732;9.92;169.93;75.49
2733;10.09;120;75.49
2734;5.17;163.65;75.49
2735;4.75;126.53;75.49
2736;4.51;82.75;74.45
2737;4.56;91.73;74.45
2738;4.51;89.15;74.74
2739;4.49;91.03;75.49
2740;4.51;95.1;75.49
2741;4.56;100.48;75.49
2742;4.74;151.02;75.49
2743;4.95;227;76.24
2744;9.96;261.87;77.78
2745;30.77;272.47;76.24
2746;21.84;249.06;75.67
2747;20;225.15;76.24
2748;18.45;220.67;76.24
2749;11.98;204.06;75.49
2750;5.2;170;75.74
2751;5.12;160.45;75.47
2752;4.92;150.06;75.49
2753;4.8;130.47;74.74
2754;4.8;194.17;74.74
2755;4.86;199.58;74.74
2756;4.91;199.43;70.96
2757;4.97;187.37;45.7
2758;4.96;150.06;30.97
2759;4.94;72.42;18.1
2760;4.86;18.95;31.59
2761;4.77;9.93;31.59
2762;4.73;9.48;31.59
2763;4.7;5.94;31.59
2764;4.77;4.92;31.59
2765;4.78;11.5;30.97
2766;4.85;13.31;65.17
2767;4.87;77.28;74.74
2768;4.99;198.72;74.74
2769;5.04;207.66;74.74
2770;5.15;206.79;74.74
2771;5.07;204.58;74.74
2772;4.95;198.58;74.74
2773;4.84;197.83;74.74
2774;4.73;159.94;74.74
2775;4.65;160.9;74.74
2776;4.63;189.95;74.74
2777;4.62;193.74;74.74
2778;4.71;199.99;74.74
2779;4.81;204.52;34.97
2780;4.9;204.53;17.74
2781;4.97;201.09;17.39
2782;4.97;199.91;16.91
2783;4.97;109.99;16.91
2784;4.86;45.99;16.91
2785;4.86;25.32;17.38
2786;4.83;28.07;17.04
2787;4.82;31.17;17.04
2788;4.86;35.68;17.04
2789;4.91;52.4;16.75
2790;5.05;118.12;16.76
2791;5.06;204.11;16.81
2792;5.08;271.01;16.81
2793;5.13;265.98;17.15
2794;5.37;252.74;16.81
2795;6.88;218.24;16.81
2796;9.91;206.63;16.81
2797;7.87;202.08;16.81
2798;5.42;195.04;16.93
2799;5.39;190.83;16.81
2800;5.41;189.58;16.81
2801;5.48;189.51;16.81
2802;7.91;199.88;17.15
2803;11.96;205.75;17.15
2804;15.59;205.77;16.81
2805;16.07;205.14;16.81
2806;17.41;204.17;16.81
2807;15.37;199.97;16.81
2808;6.56;59.65;16.81
2809;10.63;48.26;16.81
2810;10.45;28.37;16.82
2811;10.5;23.35;16.82
2812;10.74;34.65;16.81
2813;10.72;50;16.82
2814;11.02;113.89;16.83
2815;21.48;207.51;17.15
2816;28;283.37;17.39
2817;25.9;279.29;17.39
2818;21.99;251.26;17.39
2819;21.17;217.73;17.39
2820;20.64;205.91;17.39
2821;21.92;199.99;17.39
2822;20.39;112.24;17.39
2823;19.85;70.25;17.39
2824;18.42;60.03;17.5
2825;18.4;60.86;17.53
2826;24.92;91.97;17.5
2827;32.96;140.05;17.29
2828;16.98;161.76;17.39
2829;19.84;146.48;17.39
2830;11.41;149.94;17.15
2831;5.9;89.59;17.05
2832;6.37;20.59;17.05
2833;8.35;23.14;17.05
2834;8.46;30.04;17.05
2835;8.38;32.9;16.98
2836;8.36;50.41;16.81
2837;8.28;72.69;16.98
2838;7.95;119.99;17.05
2839;14.98;219.36;17.15
2840;27.94;280.06;17.05
2841;28.72;291.22;16.58
2842;27.95;256.34;16.49
2843;26.16;223.65;17.05
2844;25.83;210.66;17.05
2845;24.93;202.76;17.05
2846;24.06;132.63;17.05
2847;24.89;109.99;17.13
2848;24.85;91.83;17.1
2849;24.81;110;17.57
2850;27.18;110;17.39
2851;28.74;129.47;17.39
2852;31.28;126.14;17.39
2853;29.99;120;17.28
2854;27.44;129.1;17.22
2855;24.06;60.71;17.22
2856;14.47;20.43;17.22
2857;10.71;17.94;17.22
2858;10.37;13.93;17.22
2859;9.95;13.35;17.22
2860;10.9;13.24;17.05
2861;11.46;13.32;17.22
2862;18.37;13.87;17.39
2863;24.28;14.51;17.39
2864;27.09;24.94;17.39
2865;31.33;35.38;16.82
2866;30.24;37.92;16.82
2867;27.98;35.08;16.65
2868;26;29.59;16.82
2869;23.49;26.99;16.85
2870;19.08;26.97;16.99
2871;18;27.27;17.09
2872;17.7;27.97;17.5
2873;18.43;39.9;17.57
2874;21.59;98.81;17.57
2875;25.26;149.99;17.39
2876;28.07;199.99;17.36
2877;29.37;216.57;17.22
2878;26.78;219.54;16.5
2879;11.92;216.19;15.84
2880;7.66;148.12;12.55
2881;7.53;130.57;12.22
2882;7.44;122.96;0
2883;7.3;111.94;0
2884;7.23;115.15;12.22
2885;7.24;117.32;12.67
2886;7.74;113.44;16.8
2887;9;117.41;17.54
2888;18.7;109.63;17.5
2889;23.9;119.99;17.39
2890;22.56;113.37;17.39
2891;20.8;107.82;17.39
2892;20.06;107.4;17.39
2893;12.96;100.71;17.39
2894;9.25;100.57;17.39
2895;7.93;96.14;17.39
2896;9.69;96.21;17.39
2897;9.24;106.5;17.39
2898;10.03;136.19;17.74
2899;6.86;199.96;17.69
2900;5.97;211.99;17.39
2901;5.81;219.06;17.39
2902;5.95;219.88;17.39
2903;5.9;180.09;17.39
2904;5.43;120;17.39
2905;5.62;17.24;17.39
2906;5.35;16.37;17.39
2907;4.72;15.2;17.39
2908;4.58;13.14;17.39
2909;4.6;11.81;17.39
2910;4.7;19.88;17.5
2911;4.47;119.99;17.73
2912;4.79;219.9;17.74
2913;5.14;238.94;17.74
2914;6.08;126.88;17.74
2915;6.56;71.87;17.74
2916;6.6;28.98;17.74
2917;6.53;17.41;17.74
2918;6.28;13.01;17.74
2919;6.17;10.09;17.74
2920;5.87;10.37;17.74
2921;5.94;10.33;17.77
2922;7.57;28.92;18.1
2923;14.16;48.13;17.92
2924;13.21;65.52;17.74
2925;12.94;51.18;17.74
2926;16.01;51.77;17.74
2927;8.74;21.98;17.74
2928;7.79;10.26;17.74
2929;7.36;8.96;17.74
2930;7.17;8.44;17.57
2931;7.2;8.5;17.5
2932;7.21;9.17;17.39
2933;7.23;10.7;17.5
2934;7.21;33.41;17.65
2935;7.2;106.78;17.74
2936;7.45;170.06;17.74
2937;7.46;170.03;17.74
2938;7.99;128.76;17.74
2939;8.73;103.14;17.74
2940;8.83;94.44;17.74
2941;9.51;94.45;17.74
2942;7.35;100.26;17.74
2943;6.38;94.45;17.74
2944;6.57;90.92;17.74
2945;6.75;98.14;17.74
2946;8.4;115.64;17.74
2947;12.15;238.99;17.74
2948;12.15;269.94;17.57
2949;11.46;270.23;17.57
2950;11.74;261.77;16.92
2951;14.21;247.14;17.05
2952;9.86;221.84;16.92
2953;9.92;121.57;16.91
2954;8.11;120.07;16.75
2955;7.75;120.72;16.75
2956;7.87;121.57;16.75
2957;7.75;120.09;16.75
2958;7.75;149.09;16.75
2959;7.86;256.58;17.05
2960;8.41;296.9;17.39
2961;10;280.1;17.39
2962;9.4;255.09;17.39
2963;9.7;226.01;17.05
2964;10;209.41;17.05
2965;8.55;204.64;17.39
2966;7.06;202.15;17.39
2967;5.84;199.51;17.33
2968;5.67;200.6;17.39
2969;7.04;205.81;17.39
2970;7.49;224.98;17.32
2971;12.67;243.98;16.85
2972;19.19;272.22;16.77
2973;17.17;272.49;16.56
2974;23.57;239.01;16.32
2975;11.96;226.02;15.04
2976;7.18;111.75;15.04
2977;7.13;46.34;15.04
2978;6.89;33.67;15.04
2979;6.78;32.82;15.04
2980;6.85;34.18;15.04
2981;7.13;36.61;15.04
2982;7.5;82.73;15.19
2983;27.99;222.53;15.65
2984;40.12;255.06;15.5
2985;32.57;259.71;15.5
2986;31.71;245.12;15.5
2987;25;227.75;15.62
2988;16;224.89;15.62
2989;21.94;217.49;16.05
2990;15;155.73;15.79
2991;18.43;100.03;15.8
2992;15.02;99.35;16.1
2993;13.35;99.35;16.35
2994;21.37;128.75;16.32
2995;23.39;181.49;16.39
2996;27.05;175;16.39
2997;28.03;115.27;16.32
2998;25.99;125.62;16.14
2999;22.09;60;15.04
3000;7.42;28.2;15.04
3001;7.23;17.99;14.87
3002;7.1;18.18;12.93
3003;7.02;20.91;12.93
3004;7.07;28.09;14.87
3005;7.13;29.92;15.34
3006;7.29;126.96;16.18
3007;21.22;225.4;16.32
3008;28.54;274.92;16.43
3009;26.06;262.97;15.62
3010;22.35;229.46;15.62
3011;19.92;213.18;15.62
3012;21.02;207.95;16.12
3013;20.27;165.28;16.12
3014;19.1;104.09;16.27
3015;17.16;75.92;16.35
3016;16.12;27.93;16.3
3017;17.31;9.42;16.98
3018;20.42;22.95;16.98
3019;24.1;26.95;16.98
3020;22.07;10.01;16.81
3021;23.53;7.16;16.81
3022;27.34;6.2;16.76
3023;6.77;4.49;16.76
3024;6.42;3.64;16.76
3025;6.6;3.53;16.81
3026;6.28;2.93;16.98
3027;6.23;1.96;17.05
3028;6.32;1.38;17.05
3029;6.56;1.03;17.39
3030;7.08;1.75;17.39
3031;13.89;3.07;17.39
3032;29.2;4.97;17.4
3033;26.91;5.89;17.39
3034;24.22;20.19;17.39
3035;21.16;74.42;17.39
3036;17.96;97.71;17.39
3037;10.21;101.81;17.39
3038;7.02;76.51;17.39
3039;6.75;25.97;17.39
3040;6.54;25.94;17.5
3041;6.35;5.99;17.74
3042;6.5;25.98;17.74
