hour;SE3;NO1;DK1
66;17.34340746;17.692007;17.17169866
67;17.34340799;17.69200699;17.17169454
68;17.34339572;17.69200698;17.17169219
69;15.94463935;17.69200698;15.94463725
70;15.78676436;17.69200698;15.63046491
71;12.22099298;17.69200697;0.000114779
72;0.000106614;17.69200696;0.000103555
73;1.12348E-05;17.69200696;9.54871E-06
74;9.16713E-06;17.69200696;7.69926E-06
75;1.12431E-05;17.69200696;9.61353E-06
76;1.2453E-05;17.69200695;1.09128E-05
77;2.04904E-05;17.69200696;1.8561E-05
78;11.98019839;17.69200695;0.000112675
79;15.78677102;17.69200697;12.22098469
80;17.4910361;17.69200701;17.66241117
81;17.49103738;17.69200701;17.66594502
82;17.49103718;17.69200701;17.6659466
83;17.49103536;17.69200701;17.66594356
84;17.49103722;17.69200701;17.66594241
85;17.49103517;17.692007;17.49103544
86;17.49103549;17.692007;17.49103657
87;17.4910362;17.69200701;17.66594422
88;17.49102682;17.69200701;17.66593637
89;17.49104763;17.69200701;17.66595855
90;17.49104825;17.69200701;17.6659592
91;17.49105097;17.69200701;17.66596013
92;17.51266999;17.69200701;17.66596032
93;17.51267317;17.69200701;17.66595437
94;17.44775729;17.69200701;17.51683981
95;17.34340506;17.69200699;17.44773809
96;17.34340531;17.69200699;17.44773779
97;17.27497474;17.69200698;17.44772223
98;16.09176781;17.69200697;16.25268503
99;16.09176732;17.69200697;16.25268484
100;16.09176753;17.69200698;16.2526852
101;16.09176832;17.69200698;16.25268664
102;17.21097241;17.69200698;17.38308294
103;17.34340709;17.69200701;17.51684186
104;17.6919874;17.69200701;17.8689271
105;17.69200014;17.69200701;18.04760861
106;17.51681714;17.69200701;17.86892653
107;17.5168129;17.69200701;17.86892756
108;17.51681976;17.69200701;18.47013637
109;17.49103822;17.69200701;18.47383242
110;17.69198953;17.69200701;18.9649304
111;17.51682221;17.69200701;18.96493095
112;17.51681962;17.69200701;18.96493159
113;17.69200678;17.69200702;18.96493278
114;17.69199835;17.69200701;18.96493248
115;17.69184489;17.69200701;18.96493251
116;17.34340725;17.69200701;18.96493202
117;17.51745441;17.69200701;18.96493192
118;17.447737;17.69200701;17.86893278
119;17.44773809;17.692007;17.8689262
120;17.49103538;17.692007;17.86892633
121;17.44774607;17.692007;17.86892516
122;17.44774276;17.692007;17.86892537
123;17.44773779;17.692007;17.8689262
124;17.34340547;17.69200699;17.86892603
125;17.34340485;17.692007;17.86892664
126;17.63865858;17.692007;18.53675337
127;17.81069854;17.69200701;18.54046454
128;17.91786274;17.69200701;18.9649298
129;17.91787368;17.69200701;18.96492958
130;17.84992516;17.69200701;18.55159418
131;17.91787419;17.69200701;18.55530429
132;17.91787433;17.69200701;18.55901544
133;17.91787587;17.69200701;18.56272803
134;17.91787525;17.69200701;18.27802689
135;17.91787567;17.69200701;18.2780258
136;17.91787566;17.69200701;18.09706055
137;17.91787371;17.69200701;18.09705182
138;17.8107333;17.69200701;17.86892688
139;17.74047184;17.69200701;17.74047296
140;17.56482598;17.692007;17.56482507
141;17.56482354;17.69200699;17.51683802
142;17.3434544;17.69200699;17.17173838
143;15.94463957;17.69200697;15.9324089
144;15.9446361;17.69200696;15.93240683
145;15.9446309;17.69200696;0.000770139
146;15.94463641;17.69200695;0.00076372
147;17.49100973;17.69200695;0.0003208
148;17.49103352;17.69200696;0.000318255
149;17.49103464;17.69200698;15.9324051
150;17.49103718;17.69200699;15.93240915
151;17.49103748;17.69200699;15.93241112
152;17.49103669;17.69200699;17.31784913
153;17.49103699;17.69200699;17.3178618
154;17.49095143;17.69200699;17.31786447
155;17.49111862;17.69200699;17.31786787
156;17.49104403;17.692007;17.31786692
157;17.49103903;17.692007;17.31786696
158;17.4910374;17.692007;17.31786641
159;17.49103845;17.692007;17.31786662
160;17.49103717;17.69200699;17.31786606
161;17.49103732;17.69200699;17.31786595
162;17.49103822;17.69200699;17.31786592
163;17.49103755;17.69200699;17.31786551
164;17.4910369;17.69200699;17.31786323
165;17.49103636;17.69200699;0.000263435
166;17.49103725;17.69200699;0.00026054
167;17.34340892;17.69200698;0.000259647
168;17.34342211;17.69200698;0.000253668
169;17.49103049;17.69200698;0.000249957
170;17.4910292;17.69200698;0.000251338
171;17.34340702;17.69200696;0.000247174
172;17.34340287;17.69200696;0.000247322
173;17.34340615;17.69200697;0.000258052
174;17.36424512;17.69200698;0.000261226
175;17.49103507;17.69200699;17.00413359
176;17.49103581;17.69200699;17.31785858
177;17.49103322;17.69200699;17.31785533
178;17.49103732;17.69200699;17.49103702
179;17.49103474;17.69200699;17.49103447
180;17.49103532;17.69200699;17.49103536
181;17.39203602;17.69200699;17.39203623
182;17.59003767;17.69200701;17.765939
183;17.49104207;17.69200701;17.84260944
184;17.49102362;17.69200701;17.84253266
185;17.49117926;17.69200701;17.84275132
186;17.4910383;17.69200701;17.82253265
187;17.49108144;17.69200701;17.82609473
188;17.49108359;17.69200701;17.82965823
189;17.4910838;17.69200701;17.66599534
190;17.49094435;17.69200701;17.6658536
191;17.49108464;17.692007;17.66599503
192;17.49098731;17.69200698;17.51683469
193;17.43035092;17.69200698;17.51683536
194;17.34340883;17.69200698;17.51683828
195;17.34340633;17.69200698;17.51683868
196;17.3434055;17.69200698;17.51683812
197;17.34340534;17.69200698;17.51683845
198;17.34340514;17.69200699;17.51683912
199;17.69200634;17.69200701;17.86892721
200;17.81073886;17.69200702;18.96493848
201;17.81414894;17.69200702;19.23043851
202;17.91786427;17.69200702;19.23043985
203;17.81073683;17.69200702;18.35040858
204;17.81073778;17.69200702;18.96493814
205;17.69200745;17.69200702;18.04761687
206;17.8107371;17.69200702;18.96493363
207;17.81073697;17.69200702;19.23043942
208;17.81071902;17.69200702;19.23043938
209;17.81073702;17.69200702;19.23043975
210;17.81073787;17.69200702;19.2304401
211;17.69200441;17.69200701;19.23043981
212;17.56485285;17.69200701;19.23044004
213;17.56482384;17.69200701;19.23043316
214;17.56482158;17.69200701;17.91787447
215;17.34346718;17.69200701;17.69207206
216;17.49103685;17.692007;17.8426071
217;17.49103749;17.69200701;17.86892628
218;17.49102894;17.69200701;17.86892698
219;17.4910459;17.69200701;18.02104165
220;17.51684068;17.69200701;18.04761385
221;17.51685813;17.69200701;18.04763279
222;17.69200655;17.69200701;18.22809183
223;19.30298224;17.69200702;175.6692992
224;19.62781263;17.69200702;175.6693007
225;19.62781195;17.69200702;175.6693001
226;17.9178791;17.69200702;175.6693
227;17.91787481;17.69200702;170.502893
228;17.9178749;17.69200702;161.6157573
229;17.91787474;17.69200702;161.615756
230;17.91787484;17.69200702;161.6157561
231;17.91787498;17.69200702;161.6157564
232;17.91787484;17.69200702;170.5028946
233;17.91787508;17.69200702;185.3292312
234;17.9178765;17.69200702;175.6693075
235;17.8107378;17.69200701;20.51358329
236;17.81073723;17.69200701;20.22255284
237;17.46659605;17.69200701;17.86895633
238;17.34340567;17.69200701;17.86892588
239;17.34340755;17.692007;17.69201142
240;17.17168827;17.69200699;17.51683882
241;15.797957;17.69200698;16.11549426
242;15.79795617;17.69200698;16.11549349
243;15.79795399;17.69200698;16.11549197
244;15.79795384;17.69200698;16.11549184
245;15.79795395;17.69200698;16.11549188
246;15.79795274;17.69200698;16.1154908
247;17.17168068;17.69200699;17.51683017
248;17.34340563;17.69200701;17.51684018
249;17.34340576;17.69200701;17.51684014
250;17.34340541;17.69200701;17.51683976
251;17.34340551;17.69200701;17.51684002
252;17.34340536;17.69200701;17.51683979
253;17.34340563;17.69200701;17.51684014
254;17.3434053;17.69200701;17.51683978
255;17.34340539;17.69200701;17.51684008
256;17.34340394;17.69200701;17.5168395
257;17.34341036;17.69200701;17.51684712
258;17.34340495;17.69200701;17.51684006
259;17.34340499;17.69200701;17.51683955
260;17.34340414;17.69200701;17.51683894
261;17.34340088;17.692007;17.51683788
262;16.10408216;17.692007;16.26512789
263;15.79794968;17.692007;16.11548257
264;15.79794197;17.692007;16.11547907
265;15.63046737;17.692007;15.94463698
266;15.6304648;17.692007;15.94463312
267;15.63046641;17.692007;15.94463513
268;15.63046786;17.692007;15.94463666
269;15.79793495;17.692007;16.11547082
270;15.9446216;17.692007;16.11548204
271;17.34340307;17.692007;17.51683857
272;17.51684324;17.69200701;17.86892582
273;17.49103724;17.69200701;17.8426067
274;17.49103718;17.69200701;17.84260754
275;17.49103712;17.69200701;17.86892488
276;17.49103674;17.69200701;17.86892684
277;17.49103786;17.69200701;19.65228347
278;17.46522971;17.69200701;18.08010761
279;17.51684323;17.69200701;20.69491645
280;17.49103817;17.69200701;20.69905691
281;17.5647667;17.69200702;203.9986375
282;17.49103722;17.69200701;203.998638
283;17.49103802;17.69200701;203.9986384
284;17.49103659;17.69200701;203.9986388
285;17.49103719;17.69200701;203.9986389
286;17.51684697;17.69200701;203.9986391
287;17.46522431;17.69200701;191.4510911
288;17.49103771;17.69200701;203.9986389
289;17.49103643;17.69200701;203.998639
290;17.49103476;17.69200701;203.998639
291;17.417256;17.69200701;191.4510919
292;17.56482303;17.69200701;193.3655998
293;17.69200602;17.69200701;203.9986375
294;17.69201047;17.69200701;203.9986365
295;17.81074006;17.69200702;203.9986368
296;18.20670626;17.69200702;203.9986368
297;17.9178759;17.69200702;20.76956062
298;17.91787585;17.69200702;20.77371495
299;17.91787561;17.69200702;20.77787063
300;17.91787648;17.69200702;20.78202541
301;17.91787637;17.69200702;18.77715955
302;17.91428554;17.69200702;18.45710442
303;17.91787022;17.69200702;18.27802299
304;17.91787632;17.69200702;18.60241073
305;17.91787639;17.69200702;18.60609543
306;17.91787493;17.69200702;18.27802424
307;17.69198703;17.69200701;17.86892707
308;17.69200663;17.69200701;17.86892722
309;17.3843852;17.69200701;17.55822894
310;17.34340736;17.69200701;17.51684105
311;17.34340139;17.692007;17.51683734
312;15.95593394;17.692007;16.11549449
313;15.944638;17.692007;16.11549322
314;15.94463748;17.692007;16.11549292
315;15.94463698;17.692007;16.11549266
316;15.94463671;17.69200699;16.11549269
317;15.95593343;17.692007;16.11549357
318;17.34340073;17.692007;17.51683504
319;17.34340485;17.692007;17.51683877
320;17.3434048;17.692007;17.51683888
321;17.34340542;17.69200701;17.51683932
322;17.34340625;17.69200701;17.51684011
323;17.34340643;17.69200701;17.51684053
324;17.34340584;17.69200701;17.51684003
325;17.34340422;17.69200701;17.51683941
326;17.3434046;17.69200701;17.51684
327;17.34340357;17.69200701;17.51683903
328;17.34340457;17.69200701;17.51684037
329;17.34340436;17.69200701;17.51684024
330;17.34340401;17.69200701;17.51683938
331;17.34340347;17.69200701;17.51683924
332;17.34340277;17.692007;17.51683877
333;17.34340241;17.692007;17.51683834
334;17.34340097;17.692007;17.51683684
335;15.94463798;17.692007;16.11549306
336;15.94462921;17.692007;16.11549266
337;15.94463519;17.692007;16.11549269
338;15.79796351;17.692007;16.11549241
339;15.79795737;17.69200699;16.11549181
340;15.78679932;17.69200699;16.10411195
341;15.94463633;17.69200699;16.11549255
342;16.10410005;17.692007;16.26514211
343;17.34340445;17.692007;17.51683869
344;17.34340476;17.692007;17.51683893
345;17.3434052;17.69200701;17.5168393
346;17.34340541;17.69200701;17.51683953
347;17.3434053;17.69200701;17.51683947
348;17.34340629;17.69200701;17.51684051
349;17.3434082;17.69200701;17.51684207
350;17.34340843;17.69200701;17.51684239
351;17.34340876;17.69200701;17.51684271
352;17.34340838;17.69200701;17.51684246
353;17.34340858;17.69200701;17.51684272
354;17.34340916;17.69200701;17.51684311
355;17.34340996;17.69200701;17.51684309
356;17.34340846;17.69200701;17.51684216
357;17.34340559;17.69200701;17.51683946
358;17.34340457;17.69200701;17.51683884
359;15.94463285;17.692007;16.11549548
360;15.7979622;17.692007;16.11549491
361;15.78676722;17.692007;16.10407927
362;15.78673151;17.692007;16.10404212
363;15.7979621;17.692007;16.11549365
364;15.94463835;17.692007;16.11549456
365;16.10408151;17.692007;16.26512206
366;17.34340511;17.692007;17.51683881
367;17.343412;17.69200701;17.51684572
368;17.6920046;17.69200701;17.86892085
369;17.56482772;17.69200701;17.74047674
370;17.5115386;17.69200701;17.68666219
371;17.49103815;17.69200701;17.66595153
372;17.5613149;17.69200701;17.73692962
373;17.56482504;17.69200701;17.74047492
374;17.56482601;17.69200701;17.74047712
375;17.56482274;17.69200701;17.74047764
376;17.6920062;17.69200701;17.86892645
377;17.69200745;17.69200702;17.86892671
378;17.5648287;17.69200701;17.74047761
379;17.56482966;17.69200701;17.74047764
380;17.56482849;17.69200701;17.7404764
381;17.34340629;17.69200701;17.51683989
382;17.34340513;17.69200701;17.51683888
383;16.15964324;17.692007;16.32124087
384;15.94463828;17.692007;16.26512435
385;15.78678132;17.692007;16.1040939
386;15.7867755;17.692007;16.10408796
387;15.78677644;17.692007;16.10408889
388;15.94458803;17.692007;16.26507261
389;15.99964607;17.692007;16.32123752
390;17.34340163;17.692007;17.51683785
391;17.34340948;17.69200701;17.51684406
392;17.63865103;17.69200701;17.86892666
393;17.49105135;17.69200701;17.84262113
394;17.49103834;17.69200701;17.84260815
395;17.49103295;17.69200701;17.84260244
396;17.34346052;17.69200701;17.86892523
397;17.63864018;17.69200702;19.04003498
398;17.49103501;17.69200701;17.86892697
399;17.49103732;17.69200701;17.86892709
400;17.61068271;17.69200701;18.14430353
401;17.63865357;17.69200702;19.04004028
402;17.63865318;17.69200702;19.04004101
403;17.6386511;17.69200701;19.04004047
404;17.63865334;17.69200701;18.17312273
405;17.34341289;17.69200701;17.86892714
406;17.51683738;17.69200701;17.86892693
407;17.34340643;17.69200701;17.6920084
408;17.34339257;17.692007;17.51684093
409;17.34340201;17.692007;17.51683996
410;17.34340381;17.692007;17.51683949
411;17.34340443;17.692007;17.5168395
412;17.34340551;17.692007;17.51684012
413;17.34342077;17.692007;17.51685294
414;17.69200616;17.692007;17.86892258
415;17.86892627;17.69200701;17.86892734
416;20.3026366;17.69200702;20.30264536
417;20.30263478;17.69200702;20.50566203
418;20.02232434;17.69200702;20.22254843
419;20.0223231;17.69200702;20.21851531
420;20.02232599;17.69200702;20.22254664
421;20.02233102;17.69200702;21.89765377
422;20.02233156;17.69200702;21.90203543
423;20.02233164;17.69200702;21.90641631
424;20.02233215;17.69200702;21.91080021
425;20.02233294;17.69200702;21.91518207
426;20.02233515;17.69200702;21.91956373
427;20.02233437;17.69200702;21.91518271
428;20.0223329;17.69200701;21.91518153
429;20.02233244;17.69200701;20.8360868
430;19.96235295;17.69200701;20.16197576
431;19.76487046;17.69200701;20.16196829
432;19.76469833;17.69200701;20.16196675
433;20.02231851;17.69200701;20.16196816
434;20.02232426;17.69200701;20.16196834
435;20.02232236;17.69200701;20.16197027
436;20.02232258;17.69200701;20.2225436
437;20.022319;17.69200701;20.22254188
438;19.96235006;17.69200701;20.16197612
439;20.0223315;17.69200701;20.42478029
440;20.08229507;17.69200702;21.98103263
441;20.02233243;17.69200702;21.98103316
442;20.02233188;17.69200702;21.98103325
443;20.02233138;17.69200702;21.98103526
444;20.02232963;17.69200702;21.98103337
445;20.02232561;17.69200702;20.90288126
446;20.02232577;17.69200702;21.8943519
447;20.02232458;17.69200702;20.22255442
448;20.02232473;17.69200702;21.98103223
449;20.02232461;17.69200702;21.98103277
450;20.02232455;17.69200702;21.98103207
451;20.02232446;17.69200702;21.67753686
452;20.02232437;17.69200702;21.67754565
453;20.02232413;17.69200702;20.22255005
454;20.02232395;17.69200702;20.22254851
455;20.02232283;17.69200701;20.22254621
456;20.02232365;17.69200701;20.22254754
457;20.02232365;17.69200701;20.22254891
458;20.0223235;17.69200701;20.22255188
459;20.02232362;17.69200701;20.42477221
460;20.02232392;17.69200701;20.94313404
461;20.02232376;17.69200701;159.3843714
462;20.02232375;17.69200701;162.5879971
463;20.02232376;17.69200702;172.2079171
464;20.02232379;17.69200702;176.7260813
465;20.02232374;17.69200702;176.7260798
466;20.02232377;17.69200702;175.6692989
467;20.02232377;17.69200702;173.9299996
468;20.02232377;17.69200702;173.9299998
469;20.02232378;17.69200702;173.9299986
470;20.02232387;17.69200702;176.7260844
471;20.02232376;17.69200702;176.7260826
472;20.02232384;17.69200702;176.7261163
473;20.02232381;17.69200702;187.1825292
474;20.02232379;17.69200702;187.2199684
475;20.02232374;17.69200702;185.5235438
476;20.02232394;17.69200702;185.329232
477;20.02232351;17.69200702;179.9099562
478;20.02232988;17.69200702;184.0756325
479;20.02231692;17.69200701;176.3650196
480;20.02232362;17.69200701;176.3650194
481;20.02232366;17.69200701;173.929999
482;20.02232395;17.69200701;173.9300003
483;20.02232398;17.69200701;173.9300001
484;20.02232385;17.69200701;175.6692984
485;20.02232404;17.69200701;176.3650195
486;20.02232425;17.69200701;176.3650217
487;20.02232454;17.69200701;184.0756414
488;20.02232403;17.69200702;185.3292219
489;20.02232437;17.69200702;184.0756356
490;20.02232432;17.69200702;176.7260837
491;20.02232433;17.69200702;172.2079207
492;20.02232431;17.69200702;162.5880078
493;20.02232428;17.69200702;162.5880019
494;20.02232431;17.69200702;162.5880093
495;20.02232428;17.69200702;162.5880041
496;20.0223243;17.69200702;176.7260886
497;20.02232436;17.69200702;176.7260886
498;20.02232433;17.69200702;176.7260845
499;20.02232429;17.69200702;176.7260839
500;20.02232442;17.69200702;176.7260835
501;20.02232419;17.69200702;174.9763192
502;20.02232467;17.69200701;174.9763169
503;20.02232364;17.69200701;173.9299999
504;20.0223239;17.69200701;162.5879992
505;20.02232396;17.69200701;162.5879989
506;20.02232422;17.69200701;162.587999
507;20.02232399;17.69200701;162.5879984
508;20.02232397;17.69200701;162.5879986
509;20.02232421;17.69200701;173.9299973
510;20.02232406;17.69200701;174.976315
511;20.02232468;17.69200701;174.9763272
512;20.0223243;17.69200701;175.6692926
513;20.02232443;17.69200701;175.6692975
514;20.02232469;17.69200701;162.5879853
515;20.02232474;17.69200701;160.9782111
516;20.02232575;17.69200701;160.9782091
517;20.02233132;17.69200701;160.9782118
518;20.02233133;17.69200701;160.9782109
519;20.0223306;17.69200701;160.9782122
520;20.02232653;17.69200701;170.502901
521;20.02232483;17.69200701;246.7834226
522;20.02232468;17.69200701;247.2118496
523;20.02232441;17.69200701;246.7834236
524;20.02232555;17.69200701;246.7834235
525;20.02232367;17.69200701;241.9208155
526;20.02232418;17.69200701;233.9168087
527;20.0223236;17.69200701;233.9168092
528;20.02232377;17.69200701;233.9168088
529;20.0223239;17.69200701;238.5805015
530;20.02232402;17.69200701;233.9168099
531;20.02232392;17.69200701;233.9168088
532;20.02232397;17.69200701;233.9168087
533;20.02232419;17.69200701;233.9168116
534;20.02232451;17.69200701;244.340021
535;20.02232466;17.69200701;246.7834236
536;20.02232455;17.69200702;247.9050826
537;20.02232448;17.69200702;247.9546735
538;20.02232444;17.69200702;234.3850332
539;20.02232432;17.69200702;229.8587792
540;20.02232445;17.69200702;234.4789057
541;20.02232437;17.69200702;229.9047317
542;20.02232441;17.69200702;234.4789364
543;20.0223244;17.69200702;234.47894
544;20.02232438;17.69200702;249.2475217
545;20.02232445;17.69200702;268.2388322
546;20.02232452;17.69200702;268.2388296
547;20.02232449;17.69200702;265.5830053
548;20.02232459;17.69200701;265.5830051
549;20.02232474;17.69200701;251.739995
550;20.02232414;17.69200701;248.6002616
551;20.02232425;17.69200701;248.6500048
552;20.02232397;17.69200701;246.7797342
553;20.02232413;17.69200701;246.7798073
554;20.02232407;17.69200701;248.7992397
555;20.02232404;17.69200701;248.8490105
556;20.02232407;17.69200701;248.8987948
557;20.02232395;17.69200701;249.2475243
558;20.02232443;17.69200701;256.7999756
559;20.02232474;17.69200701;268.2388341
560;20.02232456;17.69200702;268.2388354
561;20.02232458;17.69200702;268.2388348
562;20.02232461;17.69200702;254.2574001
563;20.02232452;17.69200702;249.2475262
564;20.02232454;17.69200702;249.2475256
565;20.0223246;17.69200702;249.2475259
566;20.02232458;17.69200702;249.247526
567;20.02232459;17.69200702;249.2475262
568;20.02232469;17.69200702;254.2574017
569;20.02232478;17.69200702;271.6271503
570;20.02232479;17.69200702;271.6271502
571;20.02232481;17.69200702;271.6271501
572;20.02232478;17.69200701;271.6271474
573;20.02232479;17.69200701;268.2388406
574;20.02232557;17.69200701;268.2388407
575;20.02232349;17.69200701;254.2573998
576;20.02232445;17.69200701;249.8964814
577;17.91787602;17.69200701;249.9464687
578;17.91787593;17.69200701;249.9964678
579;17.9178759;17.69200701;250.046477
580;17.91787588;17.69200701;250.0964962
581;17.91787588;17.69200701;250.1465254
582;17.91787387;17.69200701;250.1965645
583;17.91787535;17.69200701;250.2466151
584;19.62781097;17.69200701;265.583007
585;19.62781238;17.69200702;268.238832
586;17.91787669;17.69200701;249.2475249
587;17.91787837;17.69200701;231.6008019
588;17.91787722;17.69200701;231.6007995
589;17.91788397;17.69200702;231.6007994
590;17.91787827;17.69200702;231.6007982
591;17.91787897;17.69200702;215.2034714
592;17.91787956;17.69200702;231.6008001
593;17.9178815;17.69200702;233.9168044
594;18.36961429;17.69200702;229.3077221
595;18.14374578;17.69200702;18.50843599
596;17.69200605;17.69200701;17.8689311
597;17.69200669;17.69200701;17.86892754
598;17.6920065;17.69200701;17.86892695
599;17.34342785;17.69200701;17.6920299
600;17.34342613;17.69200701;17.69202805
601;17.34342376;17.69200701;17.69202579
602;17.34340603;17.69200701;17.69200739
603;17.34340513;17.69200701;17.6920056
604;17.34340507;17.69200701;17.69200614
605;17.34340441;17.69200701;17.69200593
606;17.34340424;17.69200701;17.69200632
607;17.3434247;17.69200701;17.69202768
608;18.49232136;17.69200702;18.86401838
609;17.91787501;17.69200702;18.27802757
610;17.91787474;17.69200702;207.6944504
611;17.91787487;17.69200702;210.9631035
612;17.91787538;17.69200702;215.2034599
613;17.91787562;17.69200702;215.2034605
614;17.91787571;17.69200702;218.8007549
615;17.91787568;17.69200702;218.8445367
616;17.91787567;17.69200702;227.0373484
617;17.91787578;17.69200702;249.2475247
618;17.91787577;17.69200702;249.2475249
619;17.91787614;17.69200702;249.2475244
620;17.91787447;17.69200702;246.7797397
621;17.91786683;17.69200702;249.247524
622;17.69200582;17.69200701;249.2475245
623;17.69199918;17.69200701;246.7797252
624;17.56492556;17.69200701;233.9168081
625;17.5443331;17.69200701;233.9168078
626;17.61821946;17.69200701;233.9168078
627;17.61821981;17.69200701;233.916808
628;17.61821938;17.69200701;233.9168081
629;17.61821967;17.69200701;233.9168096
630;17.61822198;17.69200701;250.9483622
631;17.69200572;17.69200702;251.7400004
632;18.14374438;17.69200702;252.7113326
633;17.91787527;17.69200702;252.7618846
634;17.9178753;17.69200702;251.7400008
635;17.91787537;17.69200702;251.7399996
636;17.91787544;17.69200702;234.8432104
637;17.91787484;17.69200702;233.9168071
638;17.91787539;17.69200702;233.9168077
639;17.91787504;17.69200702;248.2642997
640;17.91787529;17.69200702;251.7400007
641;17.91787529;17.69200702;251.7400002
642;18.14373909;17.69200702;251.74
643;17.69200854;17.69200702;251.7399986
644;17.6274113;17.69200701;249.2475251
645;17.69200593;17.69200701;249.2475202
646;17.56283446;17.69200701;18.09500549
647;17.59062649;17.69200701;18.12363763
648;17.618219;17.69200701;17.97234809
649;17.61821384;17.69200701;18.15204663
650;17.34340727;17.69200701;17.86892768
651;17.34340713;17.69200701;17.86892708
652;17.34340803;17.69200701;17.86892664
653;17.51683655;17.69200701;17.86892664
654;17.51683875;17.69200701;17.86892695
655;17.61821783;17.69200701;17.97234032
656;17.51684627;17.69200701;17.86893258
657;17.62741529;17.69200701;17.98172465
658;17.62528962;17.69200701;17.97955703
659;17.62954522;17.69200701;17.98389885
660;17.69200217;17.69200701;18.04761472
661;17.61821953;17.69200701;17.97234917
662;17.632352;17.69200701;17.98677222
663;17.61821801;17.69200701;17.97234409
664;17.62528791;17.69200701;17.97955633
665;17.61821895;17.69200701;17.97234521
666;17.62528498;17.69200701;17.97955609
667;17.62528395;17.69200701;17.97955156
668;17.6040893;17.69200701;17.86892977
669;17.6920043;17.69200701;17.86893572
670;17.54443009;17.69200701;17.86892691
671;17.51683939;17.69200701;17.8689266
672;17.51683919;17.69200701;17.86892689
673;17.51685331;17.69200701;17.86894159
674;17.61817514;17.69200701;17.972301
675;17.51684032;17.69200701;17.86892898
676;17.46757156;17.69200701;17.8689263
677;17.51683712;17.69200701;17.86892586
678;17.51683876;17.69200701;17.86892644
679;17.6182167;17.69200701;17.86892667
680;17.61821616;17.69200701;17.86892639
681;17.618218;17.69200701;17.86892625
682;17.61821863;17.69200701;17.86892667
683;17.61821765;17.69200701;17.86892748
684;17.61821921;17.69200701;17.97234504
685;17.6182199;17.69200701;18.15207915
686;17.61821922;17.69200701;229.3077216
687;17.61821912;17.69200701;229.3077221
688;17.61821908;17.69200701;229.3077227
689;17.61821904;17.69200702;229.3077242
690;17.61821906;17.69200702;254.2573974
691;17.61821926;17.69200701;254.2573988
692;17.61821969;17.69200701;254.2573993
693;17.61821861;17.69200701;233.9168142
694;17.61821867;17.69200701;243.0715348
695;17.6182193;17.69200701;254.2573985
696;17.61821865;17.69200701;233.9168096
697;17.61821906;17.69200701;233.9168092
698;17.61821872;17.69200701;233.9168089
699;17.61821865;17.69200701;233.9168091
700;17.61821655;17.69200701;233.9168097
